"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","FAF1","HGNC:3578","ENSG00000185104","_NA_","FAF1 blocks ferroptosis by inhibiting peroxidation of polyunsaturated fatty acids.","Human, mice","FAF1 :-: Ferroptosis","Validated",0,"_NA_","Q9UNN5","35467997","_NA_",2022-10-05,"FerrDb team","gene with protein product"
"Ferroptosis","C19orf12","HGNC:25443","ENSG00000131943","_NA_","C19orf12 ablation causes ferroptosis in mitochondrial membrane protein-associated with neurodegeneration.","Human","C19orf12 :-: Ferroptosis","Validated",0,"_NA_","Q9NSK7","35182730","_NA_",2022-10-05,"FerrDb team","gene with protein product"
"Ferroptosis","MIR19A","HGNC:31574","ENSG00000284204","_NA_","In addition, ferroptosis was suppressed by miR-19a through inhibiting IREB2.","Human","miR-19a :-: IREB2, IREB2 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35599631","miR-19a in article.",2022-10-05,"FerrDb team","RNA, micro"
"Ferroptosis","NUP62","HGNC:8066","ENSG00000213024","_NA_","In summary, our results demonstrated that the activation of the P62-Keap1-NRF2 pathway prevents radiation-induced ferroptosis in RILI cells, providing a theoretical basis of finding a potential therapeutic approach for RILI.","Human","NUP62 :-: Keap1, Keap1 :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","P37198","35847598","P62 in article.",2022-10-18,"FerrDb team","gene with protein product"
"Ferroptosis","NR1H4","HGNC:7967","ENSG00000012504","_NA_","Pharmacological activation of FXR inhibits ferroptosis in HK2 cells.","Human","NR1H4 :-: Ferroptosis","Validated",0,"_NA_","Q96RI1","35767918","FXR in article.",2022-10-18,"FerrDb team","gene with protein product"
"Ferroptosis","ADAMTS9-AS1","HGNC:40625","ENSG00000241158","_NA_","Long non-coding RNA ADAMTS9-AS1 attenuates ferroptosis by Targeting microRNA-587/solute carrier family 7 member 11 axis in epithelial ovarian cancer.","Human","ADAMTS9-AS1 :-: microRNA-587, microRNA-587 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35311457","_NA_",2022-10-18,"FerrDb team","RNA, long non-coding"
"Ferroptosis","TBX1","HGNC:11592","ENSG00000184058","_NA_","These results show that TBX1 silencing can promote ferroptosis in H9c2 cells.","Human, mice","TBX1 :+: miR-193a-3p, miR-193a-3p :-: TGF- β2, TGF- β2 :+: Ferroptosis","Validated",0,"_NA_","O43435","35035663","_NA_",2022-10-18,"FerrDb team","gene with protein product"
"Ferroptosis","PEDS1","HGNC:16735","ENSG00000240849","_NA_","TMEM189 promotes breast cancer through inhibition of autophagy-regulated ferroptosis.","Human","PEDS1 :-: Ferroptosis","Validated",0,"_NA_","A5PLL7","35843092","TMEM189 in article.",2022-10-18,"FerrDb team","gene with protein product"
"Ferroptosis","MiR-706","_NA_","_NA_","_NA_","Overexpression of miR-706 could inhibit the expression of Ptgs2 and the activity of ferroptosis, thereby attenuated cellular injury.","Mice","miR-706 :-: Ptgs2, Ptgs2 :+: Ferroptosis","Validated",0,"No human ortholog found.","_NA_","35485136","No human ortholog found.",2022-10-21,"FerrDb team","RNA, micro"
"Ferroptosis","JUN","HGNC:6204","ENSG00000177606","_NA_","Besides, we proved in vivo that c-Jun could inhibit ferroptosis and promote the recovery of facial nerve function.","Rat","JUN :-: Ferroptosis","Validated",0,"_NA_","P05412","35191156","C-Jun in article",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","YAP1","HGNC:16262","ENSG00000137693","_NA_","YAP1 alleviates sepsis-induced acute lung injury via inhibiting ferritinophagy-mediated ferroptosis","Mice","YAP1 :-: Ferroptosis","Validated",0,"_NA_","P46937","35979359","_NA_",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","FBLN1","HGNC:3600","ENSG00000077942","_NA_","Upregulated Fibulin-1 Increased Endometrial Stromal Cell Viability and Migration by Repressing EFEMP1-Dependent Ferroptosis in Endometriosis","Human","FBLN1 :-: Ferroptosis","Validated",0,"_NA_","P23142","35127942","Fibulin-1 in article",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Therefore, SLC7A11 inhibited ferroptosis and promoted proliferation in PASMCs.","Human, rat","SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q9UPY5","35700835","_NA_",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","OTUB1","HGNC:23077","ENSG00000167770","_NA_","OTUB1 participates in PAH through the stable expression of SLC7A11, and its inactivation mainly promotes ferroptosis and inhibits the proliferation of PASMCs by down-regulating the level of SLC7A11.","Human, rat","OTUB1 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q96FW1","35700835","_NA_",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","PARK7","HGNC:16369","ENSG00000116288","_NA_","The high expression levels of DJ-1 in BeWo cells can resist ferroptosis by regulating the Nrf2/GPX4 signaling pathway.","Human","PARK7 :-: Ferroptosis","Validated",0,"_NA_","Q99497","35190654","DJ-1 in article",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Overexpression of Nrf2 Retarded Lys Induced Ferroptosis.","Human","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35993016","Nrf2 in article",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","SNAI2","HGNC:11094","ENSG00000019549","_NA_","Then, results from a series of cellular behaviors experiments revealed that SNAI2 knockdown greatly suppressed cell viability, migration, invasion, and promoted cell apoptosis, as well as promoting the occurrence of ferroptosis in SKOV3 cells.","Mice","SNAI2 :-: Ferroptosis","Validated",0,"_NA_","O43623","35220872","_NA_",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","MIR193A","HGNC:31563","ENSG00000207614","_NA_","These results show that miR-193a-3p inhibition can promote ferroptosis in H9c2 cells.","Human, mice","MIR193A :-: TGF- β2, TGF- β2 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35035663","_NA_",2022-10-21,"FerrDb team","RNA, micro"
"Ferroptosis","ALG3","HGNC:23056","ENSG00000214160","_NA_","ALG3 depletion induces ferroptosis.","Human, mice","ALG3 :+: GPX4, GPX4 :-: Ferroptosis, ALG3 :+: SLC7A11, SLC7A11 :-: Ferroptosis, ALG3 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","Q92685","35676564","_NA_",2022-10-31,"FerrDb team","gene with protein product"
"Ferroptosis","PRKCG","HGNC:9402","ENSG00000126583","_NA_","cPKCγ knockdown aggravates ferroptosis in neurons with 1 h OGD/R 6 h","Mice","PRKCG :+: GPX4, GPX4 :-: Ferroptosis, PRKCG :-: ACSL4, ACSL4 :+: Ferroptosis, PRKCG :-: COX2, COX2 :+: Ferroptosis","Validated",0,"_NA_","P05129","35421524","cPKCγ in article.",2022-10-31,"FerrDb team","gene with protein product"
"Ferroptosis","LCN2","HGNC:6526","ENSG00000148346","_NA_","In conclusion, NGAL inhibits ferroptosis in renal tubular epithelial cells, which may be associated with the progression of AKI and may provide a new therapeutic target for the transition from acute kidney injury to chronic kidney injury.","Human","LCN2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P80188","35577350","NGAL in article.",2022-11-01,"FerrDb team","gene with protein product"
"Ferroptosis","LCN2","HGNC:6526","ENSG00000148346","_NA_","Furthermore, Lcn2 expression loss effectively promoted erastin-mediated ferroptosis in MDA-MB-231 cells.","Human","LCN2 :-: Ferroptosis","Screened",0,"_NA_","P80188","35714703","_NA_",2022-11-01,"FerrDb team","gene with protein product"
"Ferroptosis","FAM98A","HGNC:24520","ENSG00000119812","_NA_","FAM98A promotes resistance to 5-fluorouracil in colorectal cancer by suppressing ferroptosis.","Human, mice","FAM98A :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q8NCA5","35421356","_NA_",2022-11-10,"FerrDb team","gene with protein product"
"Ferroptosis","AGAP2-AS1","HGNC:48633","ENSG00000255737","_NA_","AGAP2-AS1 Prevents Ferroptosis of Melanoma Cells.","Human","AGAP2-AS1 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35707044","_NA_",2022-11-10,"FerrDb team","RNA, long non-coding"
"Ferroptosis","STEAP3","HGNC:24592","ENSG00000115107","_NA_","Knockdown of STEAP3 Increases the Sensitivity of RCC Cell Lines to Ferroptosis.","Human","STEAP3 :-: TP53, TP53 :+: Ferroptosis, STEAP3 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q658P3","35275508","_NA_",2022-11-10,"FerrDb team","gene with protein product"
"Ferroptosis","MIR30E","HGNC:31629","ENSG00000198974","_NA_","Conjointly, miR-30e-5p carried by EPCs-Exos targeted SP1 expression in HUVECs treated with Erastin and activated the AMPK pathway, thus inhibiting ferroptosis and endothelial injury.","Human","MIR30E :-: Ferroptosis","Validated",0,"_NA_","_NA_","35068337","_NA_",2022-11-03,"FerrDb team","RNA, micro"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Moreover, we found that a decrease of glutathione peroxidase 4 because of iron accumulation promotes ferroptosis.","Mice","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","35337799","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Nrf2 inhibits ferroptosis via its downstream targets.","Mice","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35337799","NRF2 in article.",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","DPP4","HGNC:3009","ENSG00000197635","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated.","Mice","DPP4 :-: Ferroptosis","Deduced",0,"_NA_","P27487","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","FTH1","HGNC:3976","ENSG00000167996","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated.","Mice","FTH1 :-: Ferroptosis","Deduced",0,"_NA_","P36969","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","SLC40A1","HGNC:10909","ENSG00000138449","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated.","Mice","SLC40A1 :-: Ferroptosis","Deduced",0,"_NA_","Q9NP59","35919817","FER-1 in article.",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated.","Mice","NFE2L2 :-: Ferroptosis","Deduced",0,"_NA_","Q16236","35919817","NRF2 in article.",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","FTL","HGNC:3999","ENSG00000087086","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated.","Mice","FTL :-: Ferroptosis","Deduced",0,"_NA_","P02792","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","SLC3A2","HGNC:11026","ENSG00000168003","_NA_","Western blot results showed that the expression of ferroptosis inhibitor protein GPX4, FTH1, 4F2hc, SLC11A2, SLC7A11 decreased significantly after mBOs was treated with Rotenone.","Mice","SLC3A2 :-: Ferroptosis","Deduced",0,"_NA_","P08195","35919817","4F2hc in article.",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","SLC11A2","HGNC:10908","ENSG00000110911","_NA_","Western blot results showed that the expression of ferroptosis inhibitor protein GPX4, FTH1, 4F2hc, SLC11A2, SLC7A11 decreased significantly after mBOs was treated with Rotenone.","Mice","SLC11A2 :-: Ferroptosis","Deduced",0,"_NA_","P49281","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Western blot results showed that the expression of ferroptosis inhibitor protein GPX4, FTH1, 4F2hc, SLC11A2, SLC7A12 decreased significantly after mBOs was treated with Rotenone.","Mice","GPX4 :-: Ferroptosis","Deduced",0,"_NA_","P36969","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Western blot results showed that the expression of ferroptosis inhibitor protein GPX4, FTH1, 4F2hc, SLC11A2, SLC7A11 decreased significantly after mBOs was treated with Rotenone.","Mice","SLC7A11 :-: Ferroptosis","Deduced",0,"_NA_","Q9UPY5","35919817","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","MXRA8","HGNC:7542","ENSG00000162576","_NA_","Taken together, these data indicated that knockdown of MXRA8 could suppress cell survival and enable ferroptosis in glioma cells.","Human","MXRA8 :-: Ferroptosis","Validated",0,"_NA_","Q9BRK3","35281049","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","CEMIP","HGNC:29213","ENSG00000103888","_NA_","CEMIP promotes extracellular matrix‐detached prostate cancer cell survival by inhibiting ferroptosis","Human","CEMIP :-: Ferroptosis","Validated",0,"_NA_","Q8WUJ3","35363929","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","IRF3","HGNC:6118","ENSG00000126456","_NA_","Our results indicated that the expression of interferon regulating factor 3 (IRF3) was primarily inhibited by pressure overload and consequently caused endothelial ferroptosis.","Rat","IRF3 :+: SLC7A11, SLC7A11 :-: ALOX12, ALOX12 :+: Ferroptosis","Deduced",0,"_NA_","Q14653","35227883","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","PPARG","HGNC:9236","ENSG00000132170","_NA_","PPARγ activation attenuated neuronal ferroptosis after TBI","Mice","PPARG :-: Cox2, Cox2 :+: Ferroptosis","Validated",0,"_NA_","P37231","35490721","PPARγ in article.",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L1","HGNC:7781","ENSG00000082641","_NA_","The transcription factor nuclear factor erythroid-2, like-1 (NFE2L1) protects from ferroptosis by sustaining proteasomal activity.","Mice","NFE2L1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q14494","34999280","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","CUL9","HGNC:15982","ENSG00000112659","_NA_","Collectively, these findings suggest that CUL9 inhibits ferroptosis by promoting HNRNPC degradation and subsequent AS of TP53 and MATE1 in TP53wt CRC cells.","Human","CUL9 :-: HNRNPC, HNRNPC :+: MATE1, MATE1 :+: Ferroptosis","Validated",0,"_NA_","Q8IWT3","35505093","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","MDM2","HGNC:6973","ENSG00000135679","_NA_","MDM2 blockage could increase erastin-induced ferroptosis in TP53wt CRC cells.","Human","MDM2 :-: Ferroptosis","Validated",0,"_NA_","Q00987","35505093","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","PRKAA2","HGNC:9377","ENSG00000162409","_NA_","This study suggests that Puerarin inhibits ferroptosis mediated by AMPK signaling pathway and that AMPK inhibitor CC can block this inhibition.","Mice","PRKAA2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P54646","35482440","AMPK in article.",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","SCD","HGNC:10571","ENSG00000099194","_NA_","The effects of agrimonolide on proliferation, invasion, and induction of apoptosis and ferroptosis were attenuated by SCD1 overexpression in A2780 and SKOV-3 cells.","Human","SCD1 :+: SLC7A11, SLC7A11 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O00767","35526323","SCD1 in article.",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","SLC7A11 upregulation promoted HB cell proliferation in vitro and in vivo, inhibiting HB cell ferroptosis.","Human","SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q9UPY5","35522946","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","METTL3","HGNC:17563","ENSG00000165819","_NA_","METTL3 enhances ferroptosis resistance in HB cells","Human","METTL3 :-: Ferroptosis","Validated",0,"_NA_","Q86U44","35522946","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Melatonin upregulates the expression of NRF2 and enhanced NRF2 binding to the Slc7a11 promoter to inhibit ferroptosis.","Mice","NFE2L2 :+: Slc7a11, Slc7a11 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35979396","NRF2 in article.",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","MUC1","HGNC:7508","ENSG00000185499","_NA_","Inhibiting MUC1 Triggered Ferroptosis through the GSK3β/Keap1-Nrf2-GPX4 Pathway.","Mice","MUC1 :+: GSK3β phosphorylation, GSK3β phosphorylation :+: NRF2, NRF2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P15941","35910848","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","LTF","HGNC:6720","ENSG00000012223","_NA_","These data further confirmed that Ltf rescued neuronal ferroptosis.","Mice","LTF :-: Ferroptosis","Validated",0,"_NA_","P02788","35131600","_NA_",2022-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","COQ10A","HGNC:26515","ENSG00000135469","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated","Mice","CoQ10A :-: Ferroptosis","Deduced",0,"_NA_","Q96MF6","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","COQ10B","HGNC:25819","ENSG00000115520","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated","Mice","CoQ10B :-: Ferroptosis","Deduced",0,"_NA_","Q9H8M1","35919817","_NA_",2022-11-02,"FerrDb team","gene with protein product"
"Ferroptosis","COQ10BP1","HGNC:44912","_NA_","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated","Mice","COQ10BP1 :-: Ferroptosis","Deduced",0,"_NA_","_NA_","35919817","_NA_",2022-11-02,"FerrDb team","pseudogene"
"Ferroptosis","COQ10BP2","HGNC:44913","_NA_","_NA_","The expression levels of DPP4, FTH1, FER-1, FTL, CoQ10, NRF2 and other genes that inhibit ferroptosis were significantly down-regulated","Mice","COQ10BP2 :-: Ferroptosis","Deduced",0,"_NA_","_NA_","35919817","_NA_",2022-11-02,"FerrDb team","pseudogene"
"Ferroptosis","SDHA","HGNC:10680","ENSG00000073578","_NA_","Collectively, these results demonstrated that downregulated SDH could render ccRCC more resistant to ferroptosis together with reduced oxidative stress through impaired oxidative phosphorylation.","Human","SDHA :-: Ferroptosis","Deduced",0,"_NA_","P31040","35510387","The subunit of SDH",2022-11-08,"FerrDb team","gene with protein product"
"Ferroptosis","SDHB","HGNC:10681","ENSG00000117118","_NA_","Collectively, these results demonstrated that downregulated SDH could render ccRCC more resistant to ferroptosis together with reduced oxidative stress through impaired oxidative phosphorylation.","Human","SDHB :-: Ferroptosis","Deduced",0,"_NA_","P21912","35510387","The subunit of SDH",2022-11-08,"FerrDb team","gene with protein product"
"Ferroptosis","SDHC","HGNC:10682","ENSG00000143252","_NA_","Collectively, these results demonstrated that downregulated SDH could render ccRCC more resistant to ferroptosis together with reduced oxidative stress through impaired oxidative phosphorylation.","Human","SDHC :-: Ferroptosis","Deduced",0,"_NA_","Q99643","35510387","The subunit of SDH",2022-11-08,"FerrDb team","gene with protein product"
"Ferroptosis","SDHD","HGNC:10683","ENSG00000204370","_NA_","Collectively, these results demonstrated that downregulated SDH could render ccRCC more resistant to ferroptosis together with reduced oxidative stress through impaired oxidative phosphorylation.","Human","SDHD :-: Ferroptosis","Deduced",0,"_NA_","O14521","35510387","The subunit of SDH",2022-11-08,"FerrDb team","gene with protein product"
"Ferroptosis","RXRG","HGNC:10479","ENSG00000143171","_NA_","RXRγ attenuates cerebral ischemia-reperfusion induced ferroptosis in neurons in mice through transcriptionally promoting the expression of GPX4.","Mice","RXRG :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P48443","35486208","RXRγ in article.",2022-11-20,"FerrDb team","gene with protein product"
"Ferroptosis","SLC16A1-AS1","HGNC:49445","ENSG00000226419","_NA_","Silencing lncRNA SLC16A1-AS1 Induced Ferroptosis in Renal Cell Carcinoma Through miR-143-3p/SLC7A11 Signaling.","Human","SLC16A1-AS1 :-: miR-143-3p, miR-143-3p :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35167383","_NA_",2022-11-20,"FerrDb team","RNA, long non-coding"
"Ferroptosis","HULC","HGNC:34232","ENSG00000285219","_NA_","Here, we show that knockdown of HULC increases ferroptosis and oxidative stress in liver cancer cells.","Human","HULC :-: miR-3200-5p, miR-3200-5p :-: ATF4, ATF4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35615577","_NA_",2022-11-20,"FerrDb team","RNA, long non-coding"
"Ferroptosis","NOD1","HGNC:16390","ENSG00000106100","_NA_","NOD1 activation protects against ferroptosis in macrophages.","Human, mice","NOD1 :+: SLC40A1, SLC40A1 :-: Ferroptosis, NOD1 :+: GPX4, GPX4 :-: Ferroptosis, NOD1 :+: SPIC, SPIC :-: Ferroptosis, NOD1 :+: HMOX1, HMOX1 :-: Ferroptosis, NOD1 :+: COL1A1, COL1A1 :-: Ferroptosis","Validated",0,"_NA_","Q9Y239","35247718","_NA_",2022-11-20,"FerrDb team","gene with protein product"
"Ferroptosis","NOTCH3","HGNC:7883","ENSG00000074181","_NA_","Notch3 knockdown initiated ferroptosis in NSCLC cells by increasing reactive oxygen species (ROS) levels, lipid peroxidation, and Fe2+ levels, accompanied by downregulation of glutathione peroxidase 4 (GPX4) and peroxiredoxin6 (PRDX6).","Human, mice","NOTCH3 :+: GPX4, GPX4 :-: Ferroptosis, NOTCH3 :+: PRDX6, PRDX6 :-: Ferroptosis","Validated",0,"_NA_","Q9UM47","35258176","_NA_",2022-11-20,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT1","HGNC:14929","ENSG00000096717","_NA_","Besides, the activation of SIRT1 could significantly reduce the p53 K382 acetylation levels, suggesting that activation of SIRT1 could prevent ferroptosis via inhibiting p53 acetylation.","Mice","SIRT1 :-: p53 acetylation, p53 acetylation :+: Ferroptosis","Validated",0,"_NA_","Q96EB6","35853732","_NA_",2022-11-20,"FerrDb team","gene with protein product"
"Ferroptosis","SELENOP","HGNC:10751","ENSG00000250722","_NA_","Collectively, these results suggest that Selenop depletion induces decreases in Gpx4, and elevations in lipid hydroperoxide, and ferroptosis-like cell death, suggesting the substantial role of SELENOP expression for the maintenance of cellular antioxidative systems.","Mice","SELENOP :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","P49908","35318102","_NA_",2022-11-20,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Activation of Nrf2 Inhibited Ferroptosis and Ameliorated Liver Injury In Vivo.","Mice","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35480867","Nrf2 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","OB inhibited ferroptosis through Nrf2 activation.","Human, mice","NFE2L2 :-: Ferroptosis","Deduced",0,"_NA_","Q16236","35305560","Nrf2 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Down-regulation of NRF2 contributed to CdTe QDs-induced ferroptosis in RAW264.7 cells.","Mice","NFE2L2 :-: phosphorylation of ERK1/2, phosphorylation of ERK1/2 :-: FTH1, FTH1 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35525219","Nrf2 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","NUP62","HGNC:8066","ENSG00000213024","_NA_","P62 Inhibits Erastin-Induced Ferroptosis in Hepatocytes","Mice","NUP62 :-: keap1, keap1 :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","P37198","35910831","P62 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","The latest research demonstrates that SLC7A11 can enhance tumor development by inhibiting ferroptosis and other ferroptosis-independent functions","Human, mice","SLC7A11 :-: Ferroptosis","Deduced",0,"_NA_","Q9UPY5","35721711","_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","ENO1","HGNC:3350","ENSG00000074800","_NA_","ENO1 suppresses cancer cell ferroptosis by degrading the mRNA of iron regulatory protein 1","Human","ENO1 :+: CNOT6, CNOT6 :-: IRP1, IRP1 :+: Mfrn1, Mfrn1 :+: Ferroptosis","Validated",0,"_NA_","P06733","35121990","_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Nrf2 KO mice were more susceptible to ferroptosis after cisplatin-induced acute kidney injury than control mice.","Mice","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35303762","Nrf2 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Cardiomyocyte curcumin treatment and Nrf2 overexpression increased the expression of Gpx4 in the cytoplasm and Nrf2 in the nucleus and reduced ROS accumulation and ferroptosis-induced cell damage.","Rabbit, rat","NFE2L2 :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","Q16236","35909950","Nrf2 in article.",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Downregulation of GPX4 inhibits the proliferation and increases the ferroptosis of A549 cells","Human","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","35038550","_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","IDO1","HGNC:6059","ENSG00000131203","_NA_","IDO1 induces T cells proliferation arrest and resistance to ferroptosis","Human","IDO1 :+: NRF2, NRF2 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P14902","35245456","_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","AQP4","HGNC:637","ENSG00000171885","_NA_","AQP4 Overexpression Reduces Transferrin Content and Neuronal Ferroptosis in the Brain Parenchyma of SAH Mice","Mice","AQP4 :-: Ferroptosis","Validated",0,"_NA_","P55087","35761873","_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","REST","HGNC:9966","ENSG00000084093","_NA_","REST Inhibits Ferroptosis, Neuron Injury, and ROS Production and Accelerates Viability in Erastin-Induced LUHMES Cells","Mice","REST :-: SP1, SP1 :+: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","Q13127","35936219","_NA_",2022-11-25,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Taken together, these results indicate that the inactivation of GPx4 contributes to ferroptosis induced by Hemin in OPCs.","Mice","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","35318305","_NA_",2022-11-25,"FerrDb team","gene with protein product"
