"RCD","Symbol_or_reported_abbr","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","IREB2","HGNC:6115","ENSG00000136381","_NA_","IRP2 Silencing Attenuated Hemin-Induced Ferroptosis in Primary Neurons in vitro.","Mice","IREB2 :-: FPN, FPN :-: Ferroptosis, IREB2 :-: FTH1, FTH1 :-: Ferroptosis","Validated",0,"_NA_","P48200","34307348","IRP2 in article.",2022-04-06,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","SLC7A11 Induces Ferroptosis in NSCLC Cells.","Human","SLC7A11 :+: Ferroptosis","Validated",0,"SLC7A11 is a suppressor in most research.","Q9UPY5","34722314","_NA_",2022-04-06,"FerrDb team","gene with protein product"
"Ferroptosis","PGRMC1","HGNC:16090","ENSG00000101856","_NA_","Our data suggest that PGRMC1 promotes ferroptosis by xCT inhibition in PCC.","Mice","PGRMC1 :-: xCT, xCT :-: Ferroptosis","Validated",0,"_NA_","O00264","34749765","_NA_",2022-04-07,"FerrDb team","gene with protein product"
"Ferroptosis","CIRBP","HGNC:1982","ENSG00000099622","_NA_","Suppression of CIRBP inhibits ferroptosis in HK2 cells.","Human","CIRBP :+: ELAVL1, ELAVL1 :+: Ferroptosis","Validated",0,"_NA_","Q14011","34114349","_NA_",2022-04-07,"FerrDb team","gene with protein product"
"Ferroptosis","FAR1","HGNC:26222","ENSG00000197601","_NA_","Inactivation of FAR1 diminishes SFA-dependent ferroptosis.","Human","FAR1 :+: Ferroptosis","Validated",0,"_NA_","Q8WVX9","33731874","_NA_",2022-04-07,"FerrDb team","gene with protein product"
"Ferroptosis","circPSEN1","_NA_","_NA_","_NA_","Knockdown of circ-PSEN1 suppresses ferroptosis of HG-treated ARPE19 cells.","Human","circPSEN1 :-: miR-200b-3p, miR-200b-3p :+: CFL2, CFL2 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34903141","_NA_",2022-04-07,"FerrDb team","circular RNA"
"Ferroptosis","USP11","HGNC:12609","ENSG00000102226","_NA_","Increased expression of USP11 promotes ferroptosis.","Mice","USP11 :+: ACSL4, ACSL4 :+: Ferroptosis, USP11 :-: GPX4, GPX4 :-: Ferroptosis, USP11 :-: FTH1, FTH1 :-: Ferroptosis","Validated",0,"_NA_","P51784","34839355","_NA_",2022-04-07,"FerrDb team","gene with protein product"
"Ferroptosis","STING1","HGNC:27962","ENSG00000184584","_NA_","STING1 Promotes Ferroptosis Through MFN1/2-Dependent Mitochondrial Fusion.","Human","STING1 :+: Ferroptosis","Validated",0,"_NA_","Q86WV6","34195205","_NA_",2022-04-07,"FerrDb team","gene with protein product"
"Ferroptosis","YAP1","HGNC:16262","ENSG00000137693","_NA_","Knockdown of YAP inhibits ferroptosis in HCC cells.","Human","YAP :+: Ferroptosis","Validated",0,"_NA_","P46937","34977009","YAP in article.",2022-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","HMOX1","HGNC:5013","ENSG00000100292","_NA_","Finally, inhibition or induction of Hmox1 decreased or increased cardiac ferroptosis in SCD mice, respectively.","Mice","HMOX1 :+: Ferroptosis","Validated",0,"_NA_","P09601","34388243","_NA_",2022-04-08,"FerrDb team","gene with protein product"
"Ferroptosis","MIR135B","HGNC:31760","ENSG00000199059","_NA_","miR-135b-3p Promotes Cardiomyocyte Ferroptosis by Targeting GPX4 and Aggravates Myocardial Ischemia/Reperfusion Injury.","Rat","MIR135B :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34485394","_NA_",2022-04-08,"FerrDb team","RNA, micro"
"Ferroptosis","TRIM26","HGNC:12962","ENSG00000234127","_NA_","TRIM26 Overexpression Promotes HSCs Ferroptosis.","Human","TRIM26 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q12899","33869196","_NA_",2022-04-08,"FerrDb team","gene with protein product"
"Ferroptosis","YAP1","HGNC:16262","ENSG00000137693","_NA_","The Hippo Pathway Effector YAP Promotes Ferroptosis via the E3 Ligase SKP2.","Human","YAP :+: SKP2, SKP2 :+: TFRC, TFRC :+: Ferroptosis","Validated",0,"_NA_","P46937","33707306","YAP in article.",2022-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","NDRG1","HGNC:7679","ENSG00000104419","_NA_","NDRG1 Activation Correlated with Ferroptosis Induction and EMT Inhibition.","Human","NDRG1 :-: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","Q92597","34917147","_NA_",2022-04-08,"FerrDb team","gene with protein product"
"Ferroptosis","MIR302A","HGNC:31623","ENSG00000207927","_NA_","MicroRNA-302a-3p induces ferroptosis of non-small cell lung cancer cells via targeting ferroportin.","Human","MIR302A :-: ferroportin, ferroportin :-: Ferroptosis","Validated",0,"_NA_","_NA_","34181495","_NA_",2022-04-08,"FerrDb team","RNA, micro"
"Ferroptosis","ASMTL-AS1","HGNC:25811","ENSG00000236017","_NA_","In conclusion, we first demonstrated that ASMTL-AS1 positively regulated SAT1 to promote ferroptosis and could stabilize SAT1 mRNA via recruiting U2AF2, shedding a light on a novel molecular mechanism in LUAD progression.","Human","ASMTL-AS1 :+: SAT1, SAT1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","34658100","Long non-coding RNA.",2022-04-11,"FerrDb team","RNA, long non-coding"
"Ferroptosis","ZFAS1","HGNC:33101","ENSG00000177410","_NA_","Inhibition of ZFAS1 repressed ferroptosis in mice with DbCM‐ and HG‐treated cardiomyocytes.","Mice","ZFAS1 :-: miR‐150‐5p, miR‐150‐5p :+: CCND2, CCND2 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34609043","Long non-coding RNA.",2022-04-12,"FerrDb team","RNA, long non-coding"
"Ferroptosis","FADS2","HGNC:3575","ENSG00000134824","_NA_","We unexpectedly found that siRNA depletion of FADS2, like treatment with DFO or the ferroptosis inhibitor ferrostatin-1 (Fer1) (Dixon et al., 2012), protected cells from ferroptosis induced by the cystine/glutamate transporter (xCT) inhibitor erastin and the GPX4 inhibitor RSL3 in Huh-7.5 cells (Figures 5A, 5B, and S5A).","Human","FADS2 :+: Ferroptosis","Validated",0,"_NA_","O95864","34520742","_NA_",2022-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","PIEZO1","HGNC:28993","ENSG00000103335","_NA_","Increased PIEZO1 expression or activation of PIEZO1 could activate Ca2+/calpain signaling, which promoted the cleavage VE-cadherin, thereby promoting ferroptosis.","Human, mice","PIEZO1 :+: (Ca2+/calpain), (Ca2+/calpain) :-: VE-cadherin, VE-cadherin :-: Ferroptosis","Validated",0,"_NA_","Q92508","34568428","_NA_",2022-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","LIFR","HGNC:6597","ENSG00000113594","_NA_","LIFR and SHP1 positively regulate ferroptosis while LCN2 negatively regulates ferroptosis.","Human","LIFR :+: SHP1, SHP1 :-: NF-κB signaling, NF-κB signaling :+: LCN2, LCN2 :-: Ferroptosis","Validated",0,"_NA_","P42702","34921145","_NA_",2022-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","PTPN6","HGNC:9658","ENSG00000111679","_NA_","LIFR and SHP1 positively regulate ferroptosis while LCN2 negatively regulates ferroptosis.","Human","PTPN6 :-: NF-κB signaling, NF-κB signaling :+: LCN2, LCN2 :-: Ferroptosis","Validated",0,"_NA_","P29350","34921145","SHP1 in article.",2022-04-12,"FerrDb team","gene with protein product"
"Ferroptosis","MIR15A","HGNC:31543","ENSG00000283785","_NA_","Overexpression of miR-15a-5p aggravated ferroptosis in hypoxic cardiomyocytes.","Mice","MIR15A :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34339707","_NA_",2022-04-17,"FerrDb team","RNA, micro"
"Ferroptosis","EGR1","HGNC:3238","ENSG00000120738","_NA_","Knockdown of Egr-1 alleviated ferroptosis in HL-1 cells under anoxic condition.","Mice","EGR1 :+: MIR15A, MIR15A :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P18146","34339707","_NA_",2022-04-17,"FerrDb team","gene with protein product"
"Ferroptosis","ADAM23","HGNC:202","ENSG00000114948","_NA_","Overexpression of ADAM23 suppressed tumorigenesis and promoted ferroptosis in esophageal carcinoma cells.","Human","ADAM23 :-: GPX4, GPX4 :-: Ferroptosis, ADAM23 :-: SLC7A11, SLC7A11 :-: Ferroptosis, ADAM23 :-: SLC3A2, SLC3A2 :-: Ferroptosis","Validated",0,"_NA_","O75077","35003396","_NA_",2022-04-17,"FerrDb team","gene with protein product"
"Ferroptosis","ARHGEF26-AS1","HGNC:41048","ENSG00000243069","_NA_","LncRNA ARHGEF26-AS1 Facilitated Ferroptosis but Restrained Cell Growth and Positively Regulated ADAM23 by Sponging miR-372-3p in ECC.","Human","ARHGEF26-AS1 :-: miR-372-3p, miR-372-3p :-: ADAM23, ADAM23 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35003396","Long non-coding RNA",2022-04-17,"FerrDb team","RNA, long non-coding"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","Inhibition of Acyl-CoA Synthetase Long-Chain Family Member 4 Suppresses Ferroptosis After Stroke.","Mice","ACSL4 :+: Ferroptosis","Validated",0,"_NA_","O60488","33889074","_NA_",2022-04-17,"FerrDb team","gene with protein product"
"Ferroptosis","CPEB1","HGNC:21744","ENSG00000214575","_NA_","CPEB1 enhances erastin-induced ferroptosis in gastric cancer cells by suppressing twist1 expression.","Human","CPEB1 :-: TWIST1, TWIST1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q9BZB8","34184391","_NA_",2022-04-18,"FerrDb team","gene with protein product"
"Ferroptosis","COX4I2","HGNC:16232","ENSG00000131055","_NA_","Our research illustrated that the knockdown of Cox4i2 suppresses HHV7-induced RSC96 cell ferroptosis as well as apoptosis via the ERK signalling pathway.","Rat","COX4I2 :+: Ferroptosis","Validated",0,"_NA_","Q96KJ9","34026834","_NA_",2022-04-18,"FerrDb team","gene with protein product"
"Ferroptosis","lncRNA AABR07017145.1","_NA_","_NA_","_NA_","Importantly, we found that lncRNA AAB sponged and sequestered miR-30b-5p to induce the imbalance of MMP9/TIMP1, which enhanced the activation of transferrin receptor 1 (TFR-1) and then eventually led to the ferroptosis of CMECs.","Rat","lncRNA AABR07017145.1 :-: MiR-30b-5p, MiR-30b-5p :-: TIMP1, TIMP1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","34938604","lncRNA AAB in article.",2022-04-25,"FerrDb team","RNA, long non-coding"
"Ferroptosis","TIMP1","HGNC:11820","ENSG00000102265","_NA_","Silencing TIMP1 inhibits CMEC ferroptosis by downregulation of TFR-1.","Rat","TIMP1 :+: TFR-1, TFR-1 :+: Ferroptosis","Validated",0,"_NA_","P01033","34938604","_NA_",2022-04-25,"FerrDb team","gene with protein product"
"Ferroptosis","MIR15A","HGNC:31543","ENSG00000283785","_NA_","miR-15a-3p promotes ferroptosis through GPX4.","Human","MIR15A :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34727409","_NA_",2022-04-25,"FerrDb team","RNA, micro"
"Ferroptosis","KDM6B","HGNC:29012","ENSG00000132510","_NA_","JMJD3 deficiency alleviates lipopolysaccharide‑induced acute lung injury by inhibiting alveolar epithelial ferroptosis in a Nrf2‑dependent manner.","Human, mice","KDM6B :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","O15054","34542160","JMJD3 in article.",2022-04-25,"FerrDb team","gene with protein product"
"Ferroptosis","NCOA4","HGNC:7671","ENSG00000266412","_NA_","Both in vivo and in vitro, NCOA4 deletion notably abrogated ferritinophagy caused by I/R injury and thus inhibited ferroptosis.","Mice","NCOA4 :+: Ferroptosis","Validated",0,"_NA_","Q13772","34634471","_NA_",2022-04-25,"FerrDb team","gene with protein product"
"Ferroptosis","GSK3B","HGNC:4617","ENSG00000082701","_NA_","GSK-3β knockdown suppresses erastin-induced ferroptosis.","Human","GSK3B :+: labile iron, labile iron :+: Ferroptosis","Validated",0,"_NA_","P49841","34732689","_NA_",2022-04-25,"FerrDb team","gene with protein product"
"Ferroptosis","IFNG","HGNC:5438","ENSG00000111537","_NA_","Interferon-γ induces retinal pigment epithelial cell Ferroptosis by a JAK1-2/STAT1/SLC7A11 signaling pathway in Age-related Macular Degeneration.","Mice","IFNG :+: (JAK1-2/STAT1/SLC7A11), (JAK1-2/STAT1/SLC7A11) :+: Ferroptosis, IFNG :-: SLC40A1, SLC40A1 :-: Ferroptosis","Validated",0,"_NA_","P01579","34741776","_NA_",2022-04-25,"FerrDb team","gene with protein product"
"Ferroptosis","METTL14","HGNC:29330","ENSG00000145388","_NA_","METTL14 promotes doxorubicin-induced ferroptosis in cardiomyocytes.","Human, rat","METTL14 :+: KCNQ1OT1, KCNQ1OT1 :-: miR-7-5p, miR-7-5p :-: Ferroptosis","Validated",0,"_NA_","Q9HCE5","34648132","_NA_",2022-05-05,"FerrDb team","gene with protein product"
"Ferroptosis","CHAC1","HGNC:28680","ENSG00000128965","_NA_","CHAC1 promotes ferroptosis.","Human","CHAC1 :-: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","Q9BUX1","34345279","_NA_",2022-05-05,"FerrDb team","gene with protein product"
"Ferroptosis","MIB1","HGNC:21086","ENSG00000101752","_NA_","The E3 Ligase MIB1 Promotes Proteasomal Degradation of NRF2 and Sensitizes Lung Cancer Cells to Ferroptosis.","Human","MIB1 :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","Q86YT6","34670864","_NA_",2022-05-05,"FerrDb team","gene with protein product"
"Ferroptosis","KDM5C","HGNC:11114","ENSG00000126012","_NA_","KDM5C suppresses tumorigenicity largely by promoting ferroptosis.","Human, mice","KDM5C :+: Ferroptosis","Validated",0,"_NA_","P41229","34522206","_NA_",2022-05-09,"FerrDb team","gene with protein product"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","Downregulation of ACSL4 inhibited sev-induced ferroptosis.","Human","ACSL4 :-: (AMPK/mTOR), (AMPK/mTOR) :-: Ferroptosis","Validated",0,"_NA_","O60488","34734006","_NA_",2022-05-11,"FerrDb team","gene with protein product"
"Ferroptosis","MEG3","HGNC:14575","ENSG00000214548","_NA_","Inhibition of Meg3 conferred protection to RBMVECs against OGD + HG-induced ferroptosis.","Mice","MEG3 :+: p53, p53 :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34587716","_NA_",2022-05-11,"FerrDb team","RNA, long non-coding"
"Ferroptosis","CCDC6","HGNC:18782","ENSG00000108091","_NA_","The genetic depletion of CCDC6, by shCCDC6, made the NTERA-2 cells resistant to erastin-induced ferroptosis (Fig. 5 A).","Human, mice","CCDC6 :-: (xCT/SLC7A11), (xCT/SLC7A11) :-: Ferroptosis","Validated",0,"_NA_","Q16204","34841108","_NA_",2022-05-11,"FerrDb team","gene with protein product"
"Ferroptosis","ATF3","HGNC:785","ENSG00000162772","_NA_","Taken together, ATF3 contributes to brucine-induced glioma cell ferroptosis via increasing H2O2 and iron.","Human","ATF3 :+: NOX4, NOX4 :+: H2O2, H2O2 :+: Ferroptosis, ATF3 :+: SOD1, SOD1 :+: H2O2, H2O2 :+: Ferroptosis, ATF3 :-: SLC7A11, SLC7A11 :-: H2O2, H2O2 :+: Ferroptosis","Validated",0,"_NA_","P18847","34112960","_NA_",2022-05-11,"FerrDb team","gene with protein product"
"Ferroptosis","IREB2","HGNC:6115","ENSG00000136381","_NA_","IRP2 activation increases intracellular Fe+2 pool and sensitize cells to ferroptosis.","Human","IREB2 :+: Ferroptosis","Validated",0,"_NA_","P48200","34039609","IRP2 in article.",2022-05-15,"FerrDb team","gene with protein product"
"Ferroptosis","CFL1","HGNC:1874","ENSG00000172757","_NA_","Cofilin1 downregulation attenuates glutamate- and erastin-induced cell death.","Mice","CFL1 :+: Ferroptosis","Validated",0,"_NA_","P23528","34657120","cofilin1 in article.",2022-05-16,"FerrDb team","gene with protein product"
"Ferroptosis","ALOXE3","HGNC:13743","ENSG00000179148","_NA_","ALOXE3 knockdown renders GBM cells resistant to p53-induced ferroptosis.","Mice","ALOXE3 :+: Ferroptosis","Validated",0,"_NA_","Q9BYJ1","33579899","_NA_",2022-05-24,"FerrDb team","gene with protein product"
"Ferroptosis","MIR539","HGNC:32529","ENSG00000202560","_NA_","miR-539 activates the SAPK/JNK signaling pathway to promote ferropotosis in colorectal cancer by directly targeting TIPE.","Human","MIR539 :-: TIPE, TIPE :-: (SAPK/JNK), (SAPK/JNK) :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","34601499","_NA_",2022-05-24,"FerrDb team","RNA, micro"
"Ferroptosis","KMT2D","HGNC:7133","ENSG00000167548","_NA_","Mll4 deficiency impairs ferroptosis via rewired gene expression.","Mice","KMT2D :+: ALOX12, ALOX12 :+: Ferroptosis","Validated",0,"_NA_","O14686","34890228","MLL4 in article.",2022-05-24,"FerrDb team","gene with protein product"
"Ferroptosis","IFNG","HGNC:5438","ENSG00000111537","_NA_","Arachidonic acid and IFNγ coordinately induce tumor cell ferroptosis via ACSL4.","Human","IFNG :+: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","P01579","35216678","IFNγ in article.",2022-09-03,"FerrDb team","gene with protein product"
"Ferroptosis","PRKCB","HGNC:9395","ENSG00000166501","_NA_","PKCβII phosphorylates ACSL4 to amplify lipid peroxidation to induce ferroptosis.","Human, mice","PRKCB :+: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","P05771","35027735","PKCβII in article.",2022-09-03,"FerrDb team","gene with protein product"
"Ferroptosis","MYCN","HGNC:7559","ENSG00000134323","_NA_","MYCN mediates cysteine addiction and sensitizes neuroblastoma to ferroptosis.","Human","MYCN :-: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","P04198","35484422","_NA_",2022-09-03,"FerrDb team","gene with protein product"
"Ferroptosis","FSCN1","HGNC:11148","ENSG00000075618","_NA_","Fascin promotes erastin-induced ferroptosis in TNBC.","Human, mice","FSCN1 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q16658","35165254","Fascin in article.",2022-09-21,"FerrDb team","gene with protein product"
"Ferroptosis","RB1CC1","HGNC:15574","ENSG00000023287","_NA_","RB1CC1 sensitises tumour cells to ferroptosis.","Human, mice","RB1CC1 :+: Ferroptosis","Validated",0,"_NA_","Q8TDY2","35220675","_NA_",2022-09-29,"FerrDb team","gene with protein product"
"Ferroptosis","METTL3","HGNC:17563","ENSG00000165819","_NA_","METTL3 facilitates ferroptosis of HASMCs.","Human, mice","METTL3 :-: SLC7A11, SLC7A11 :-: Ferroptosis, METTL3 :-: FSP1, FSP1 :-: Ferroptosis","Validated",0,"_NA_","Q86U44","35844806","_NA_",2022-09-29,"FerrDb team","gene with protein product"
"Ferroptosis","MIR23A","HGNC:31605","ENSG00000207980","_NA_","In conclusion, our results suggest that CF-exos-miR-23a-3p may promote ferroptosis.","Beagles","MIR23A :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35677105","_NA_",2022-09-29,"FerrDb team","RNA, micro"
"Ferroptosis","MIR147A","HGNC:31534","ENSG00000207814","_NA_","MicroRNA-147a Targets SLC40A1 to Induce Ferroptosis in Human Glioblastoma.","Human","MIR147A :-: SLC40A1, SLC40A1 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35942174","_NA_",2022-09-29,"FerrDb team","RNA, micro"
"Ferroptosis","MPO","HGNC:7218","ENSG00000005381","_NA_","MPO/HOCl Facilitates Apoptosis and Ferroptosis in the SOD1G93A Motor Neuron of Amyotrophic Lateral Sclerosis.","Human, mice","MPO :+: Ferroptosis","Validated",0,"_NA_","P05164","35178161","_NA_",2022-09-29,"FerrDb team","gene with protein product"
"Ferroptosis","YY2","HGNC:31684","ENSG00000230797","_NA_","Here, it is determined that YY2 induces tumor cell ferroptosis and subsequently suppresses tumorigenesis by inhibiting solute carrier family 7 member 11 (SLC7A11) transcription, leading to the decreased glutathione biosynthesis.","Human, mice","YY2 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","O15391","35246964","_NA_",2022-10-11,"FerrDb team","gene with protein product"
"Ferroptosis","LIN28A","HGNC:15986","ENSG00000131914","_NA_","In the hemin-induced HT-22 cells, Lin28 inhibition promoted cell viability and alleviated neuronal ferroptosis.","Mice","LIN28A :+: Ferroptosis","Validated",0,"_NA_","Q9H9Z2","35359144","_NA_",2022-10-11,"FerrDb team","gene with protein product"
"Ferroptosis","HSP90AA1","HGNC:5253","ENSG00000080824","_NA_","Hsp90 induces Acsl4-dependent glioma ferroptosis via dephosphorylating Ser637 at Drp1.","Mice","HSP90AA1 :+: Ferroptosis","Validated",0,"_NA_","P07900","35697672","Hsp90 in article.",2022-10-11,"FerrDb team","gene with protein product"
"Ferroptosis","RRM1","HGNC:10451","ENSG00000167325","_NA_","RNR inhibition blocks ferroptosis.","Human","RRM1 :+: Ferroptosis","Validated",0,"_NA_","P23921","35074928","RNR in article.",2022-10-11,"FerrDb team","gene with protein product"
"Ferroptosis","RRM2","HGNC:10452","ENSG00000171848","_NA_","RNR inhibition blocks ferroptosis.","Human","RRM2 :+: Ferroptosis","Validated",0,"_NA_","P31350","35074928","RNR in article.",2022-10-11,"FerrDb team","gene with protein product"
"Ferroptosis","NEAT1","HGNC:30815","ENSG00000245532","_NA_","Enhanced NEAT1 Promoted Ferroptosis and Increased the Expression of TFRC and GOT1.","Rat","NEAT1 :-: miR-9-5p, miR-9-5p :-: TFRC, TFRC :+: Ferroptosis, NEAT1 :-: miR-9-5p, miR-9-5p :-: GOT1, GOT1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35038133","_NA_",2022-10-18,"FerrDb team","RNA, long non-coding"
"Ferroptosis","LINC00616","HGNC:44065","ENSG00000248307","_NA_","Long non-coding RNA LINC00616 promotes ferroptosis of periodontal ligament stem cells via the microRNA-370 / transferrin receptor axis.","Human","LINC00616 :-: miR-370, miR-370 :-: TFRC ,TFRC :+: Ferroptosis","Validated",0,"_NA_","_NA_","35611986","_NA_",2022-10-18,"FerrDb team","RNA, long non-coding"
"Ferroptosis","MIR375","HGNC:31868","ENSG00000198973","_NA_","This indicates that through directly targeting and down-regulating GPX4, miR-375-3p promotes the occurrence of CF by accelerating the ferroptosis of cardiomyocytes.","Rat","MIR375 :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35498204","_NA_",2022-10-18,"FerrDb team","RNA, micro"
"Ferroptosis","PGM5P3-AS1","HGNC:51194","ENSG00000277631","_NA_","PGM5P3-AS1 regulates MAP1LC3C to promote cell ferroptosis and thus inhibiting the malignant progression of triple-negative breast cancer.","Human","PGM5P3-AS1 :+: MAP1LC3C, MAP1LC3C :+: Ferroptosis","Validated",0,"_NA_","_NA_","35325342","_NA_",2022-10-18,"FerrDb team","RNA, long non-coding"
"Ferroptosis","SPHK1","HGNC:11240","ENSG00000176170","_NA_","Inhibition of Sphk1 Ameliorates Ferroptosis After Intracerebral Hemorrhage In Vivo.","Mice","SPHK1 :+: Ferroptosis","Validated",0,"_NA_","Q9NYA1","34993846","_NA_",2022-10-18,"FerrDb team","gene with protein product"
"Ferroptosis","Gm47283","_NA_","_NA_","_NA_","Stem cell membrane-coated siRNA of lncRNA Gm47283 increases miR-706, and then miR-706 suppresses the expression of Ptgs2 to reduce lipid peroxidation toxicity, and then inhibits cardiomyocyte ferroptosis.","Mice","Gm47283 :-: miR-706, miR-706 :-: Ptgs2, Ptgs2 :+: Ferroptosis","Validated",0,"No human ortholog found.","_NA_","35485136","No human ortholog found.",2022-10-21,"FerrDb team","RNA, long non-coding"
"Ferroptosis","TGFB2","HGNC:11768","ENSG00000092969","_NA_","In summary, TGF-β2 may affect the expression of NRF2, GPX4, HO-1, ACSL4, and NOX4 to increase cell sensitivity to ferroptosis.","Human, mice","TGFB2 :-: NRF2, NRF2 :-: Ferroptosis, TGFB2 :-: GPX4, GPX4 :-: Ferroptosis, TGFB2 :-: HO-1, HO-1 :-: Ferroptosis, TGFB2 :+: ACSL4, ACSL4 :+: Ferroptosis, TGFB2 :+: NOX4, NOX4 :+: Ferroptosis","Validated",0,"_NA_","P61812","35035663","_NA_",2022-10-21,"FerrDb team","gene with protein product"
"Ferroptosis","ALKBH5","HGNC:25996","ENSG00000091542","_NA_","Knocking down ALKBH5 subsequently increased the expression of NFE2L2/NRF2 and increased the resistance of HPSCC cells to ferroptosis.","Human, mice","ALKBH5 :-: NFE2L2, NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q6P6C2","35689537","_NA_",2022-10-31,"FerrDb team","gene with protein product"
"Ferroptosis","METTL3","HGNC:17563","ENSG00000165819","_NA_","METTL3 knockout attenuates NETs-induced ferroptosis in alveolar epithelial cells.","Mice","METTL3 :+: Ferroptosis","Validated",0,"_NA_","Q86U44","35637949","_NA_",2022-10-31,"FerrDb team","gene with protein product"
"Ferroptosis","PADI4","HGNC:18368","ENSG00000159339","_NA_","PAD4 knockout attenuates sepsis-induced ferroptosis in vivo and protects mice against sepsis-associated ALI.","Mice","PADI4 :+: Ferroptosis","Validated",0,"_NA_","Q9UM07","35637949","PAD4 in article.",2022-10-31,"FerrDb team","gene with protein product"
"Ferroptosis","MIR127","HGNC:31509","ENSG00000207608","_NA_","Elevated Expression of miR-127-5p Promoted Ferroptosis in IOMM-Lee Cells.","Human, mice","MIR127 :+: Ferroptosis","Deduced",0,"_NA_","_NA_","35818586","_NA_",2022-11-10,"FerrDb team","RNA, micro"
"Ferroptosis","CIRBP","HGNC:1982","ENSG00000099622","_NA_","eCIRP Induces Ferroptosis in Macrophages.","Mice","CIRBP :-: GPX4, GPX4 :-: Ferroptosis, CIRBP :-: TLR4, TLR4 :-: Ferrotosis","Validated",0,"_NA_","Q14011","35844517","eCIRP in article.",2022-11-10,"FerrDb team","gene with protein product"
"Ferroptosis","PDIA2","HGNC:14180","ENSG00000185615","_NA_","We found that shRNA-mediated PDI knockdown could effectively suppress erastin-induced ferroptosis in MDA-MB-231 cells (Fig. 10A and ​andB),B), along with a sharp reduction in lipid ROS accumulation (Fig. 9I), compared to cells transfected with an empty control virus.","Human","PDIA2 :+: Ferroptosis","Validated",0,"_NA_","Q13087","35499331","PDI in article.",2022-11-10,"FerrDb team","gene with protein product"
"Ferroptosis","MIR34C","HGNC:31637","ENSG00000207562","_NA_","MiR-34c-3p upregulates erastin-induced ferroptosis to inhibit proliferation in oral squamous cell carcinomas by targeting SLC7A11.","Human","MIR34C :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35093695","_NA_",2022-11-10,"FerrDb team","RNA, micro"
"Ferroptosis","MIR140","HGNC:31527","ENSG00000208017","_NA_","In summary, the current study provides evidence that obese ATM-exosomal miR-140-5p promotes ferroptosis by regulating GSH synthesis and provides a novel therapeutic strategy for targeting obese ATM-Exos in obesity-induced cardiac injury.","Human, mice","MIR140 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35271999","_NA_",2022-11-10,"FerrDb team","RNA, micro"
"Ferroptosis","SP1","HGNC:11205","ENSG00000185591","_NA_","Overexpression of SP1 reversed the effect of EPCs-Exos on protecting HUVECs from ferroptosis and endothelial injury.","Human","SP1 :+: Ferroptosis","Validated",0,"_NA_","P08047","35068337","_NA_",2022-11-03,"FerrDb team","gene with protein product"
