,unique_id,target_id,regulator_id,disease_id,drug_id,unique_id,Regulation,drug2ferroptosis,drug2regulator,drug2target,regulator to target gene,regulator2ferroptosis,target_role4ferroptosis,Vivo model,ReferenceID,disease_detail_icd,disease_detail,in_vitro,Cell Line,pathway_id,Cell_progress
943,unique00004,Q9NP59,.,ICD-11: 2C60,Siramesine,unique00004,Overexpression FPN resulted in decreased ROS and cell death whereas knockdown of FPN increased cell death after siramesine and lapatinib treatment. This indicates a novel induction of ferroptosis through altered iron regulation by treating breast cancer cells with a lysosome disruptor and a tyrosine kinase inhibitor.,Inducer,.,Down regulation,.,.,Marker/Suppressor,.,REF000013,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00003; CELL00002; CELL00019,MDA MB-231; SKBR3; MCF-7; ZR-75-1,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
944,unique00005,Q9NP59,.,ICD-11: 2C60,Lapatinib,unique00005,Overexpression FPN resulted in decreased ROS and cell death whereas knockdown of FPN increased cell death after siramesine and lapatinib treatment. This indicates a novel induction of ferroptosis through altered iron regulation by treating breast cancer cells with a lysosome disruptor and a tyrosine kinase inhibitor.,Inducer,.,Down regulation,.,.,Marker/Suppressor,.,REF000013,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00003; CELL00002; CELL00019,MDA MB-231; SKBR3; MCF-7; ZR-75-1,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
945,unique00677,Q9NP59,.,ICD-11: 2C60,Etoposide,unique00677,"The combined treatment of etoposide and erastin synergistically induced oxidative stress and lipid peroxidation, while suppressing glutathione peroxidase activity in breast cancer cells. More importantly, the combination treatment synergistically increased iron accumulation, which was associated with altered expression of IREB2/FPN1. Additionally, ferroptosis-regulating proteins ACSF2 and GPX4 were altered more potently by the combination treatment, compared to untreated cells and erastin treatment alone (p<0.05).",Inducer,.,Down regulation,.,.,Suppressor,.,REF000902,ICD-11: 2C60-2C65,Breast cancer,CELL00002; CELL00141; CELL00005,MCF-7; MCF-10A; MDA-MB-231,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
946,unique01431,Q9UPY5,.,ICD-11: 2C60,.,unique01431,"Knockdown of circ-BGN inhibited breast cancer cell viability and notably restored its sensitivity to trastuzumab. Further, we found that circ-BGN could directly bind to OTUB1 and SLC7A11, enhancing OTUB1-mediated SLC7A11 deubiquitination and thereby inhibiting ferroptosis.",.,.,.,Up regulation,Suppressor,Suppressor,"A total of 24 NOD/SCID mice were purchased from Model Animal Research Center and grown under specific-pathogen-free condition. Mice were randomly divided into three groups (n = 8 per group), BT474-Tr cells were inoculated orthotopically onto the abdominal mammary fat pad. After 1 week, mice were treated with erastin (15 mg/kg intraperitoneal, twice every other day). Erastin was dissolved in 5% DMSO + corn oil (C8267, Sigma). To better dissolve erastin, we warmed the tube at 37 water bath and shook it gently. At the end of the sixth week, all mice were sacrificed, tumor tissues were collected and weighed.",REF000673,ICD-11: 2C60-2C65,Breast cancer,CELL00078; CELL00003,BT474; SKBR3,Fatty acid metabolism (hsa01212); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis
947,unique00828,Q9UPY5,P15941,ICD-11: 2C60,.,unique00828,MUC1-C binds directly with CD44v and in turn promotes stability of xCT (SLC7A11) in the cell membrane in breast adenocarcinoma. The interaction between 2MUC1-C and xCT is further supported by the demonstration that targeting xCT with silencing or the inhibitor sulfasalazine suppresses MUC1 gene transcription by increasing histone and DNA methylation on the MUC1 promoter.,.,.,.,Up regulation,Suppressor,Suppressor,.,REF000009,ICD-11: 2C60,Breast adenocarcinoma,CELL00112; CELL00002; CELL00057,MDA-MB-468; MCF-7; 293T,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
948,unique00105,Q9UPY5,.,ICD-11: 2C60,Sulfasalazine,unique00105,"The combined effects of vorinostat with salazosulfapyridine (SASP) depend on the accumulation of ROS caused by a decrease in intracellular GSH levels, possibly due to SASP-mediated inhibition of xCT. xCT (coded by the SLC7A11 gene), a light chain subunit of the glutamate-cystine antiporter system Xc(-) in Breast adenocarcinoma.",Inducer,.,Down regulation,.,.,Suppressor,.,REF000158,ICD-11: 2C60,Breast adenocarcinoma,CELL00005; CELL00087,MDA-MB-231; HCT116,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
949,unique00310,Q9UPY5,.,ICD-11: 2C60,Sulfasalazine,unique00310,"Metformin reduces the protein stability of SLC7A11, which is a critical ferroptosis regulator, by inhibiting its UFMylation process. Furthermore, metformin combined with sulfasalazine, the system xc-inhibitor, can work in a synergistic manner to induce ferroptosis and inhibit the proliferation of breast cancer cells.",Inducer,.,Down regulation,.,.,Suppressor,"T47D xenografts were established in 5-week-old nude mice (Shanghai SLAC Laboratory Animal Corporation) by inoculating 1 x 10<sup>7</sup> cells mixed with Matrigel (BD Biosciences) at 1:1 ratio (volume) into the abdominal mammary fat pad. When the tumor reached 50-100 mm<sup>3</sup>, the mice were assigned randomly into different treatment groups (DMSO, Metformin, SAS, and Metformin + SAS groups). Metformin (200 mg/kg/day) was provided in drinking water. Sulfasalazine was dissolved in dimethyl sulfoxide (DMSO), diluted in PBS, and then intraperitoneally injected into mice at a dose of 250 mg/kg once a day.",REF000438,ICD-11: 2C60-2C65,Breast cancer,CELL00002; CELL00135; CELL00086; CELL00075; CELL00277; CELL00005; CELL00156,MCF-7; T47D; HCC1937; Bcap37; NHFB; HBL-100; MDAMB231; BT549,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
950,unique01265,Q9UPY5,MIMAT0020603,ICD-11: 2C60,.,unique01265,"The present study demonstrated that miR-5096 targets and downregulates SLC7A11, thereby providing a mechanistic basis for ferroptosis in human breast cancer cells. In addition, miR-5096 induced cell death via ferroptosis, characterized by mitochondrial shrinkage with partial loss of cristae with simultaneous changes in ACSL4, ROS, lipid ROS, OH-, reactive iron, GSH, and MMP levels.",.,.,.,Down regulation,Driver,Suppressor,"Mating was setup 2 days prior to injection day and zebrafish embryos were collected and incubated in E3 embryo medium (5 mM NaCl, 0.17 mM KCl, 10 mM HEPES, 0.33 mM MgSO4&#183;7H2O, 0.33 mM CaCl2&#183;6H2O, and 0.00001% methylene blue) containing 0.2 mM N-phenyl-thiourea (PTU) (catalog no: P7629, Sigma-Aldrich). Two days post-fertilization, the chorion was removed manually using fine forceps, and the embryos were anesthetized using E3 medium containing 200 mg/L Ethyl 3-aminobenzoate methanesulfonate (Tricaine) (catalog no: A5040, Sigma-Aldrich). Anesthetized embryos were mounted in 0.7% low melting agarose containing 200 ug/ml of Tricaine and were microinjected with 500 cells in the yolk sac using Nanoject III (catalog no: 3-000-207; Drummond Scientific Company, PA, USA). At 1 day post-injection (dpi), embryos with similar graft size were selected and imaged using both bright field and RFP channels and incubated in E3-PTU medium containing 5 ug/ml doxycycline at 34 until further imaging. At 4 dpi, embryos were anesthetized and imaged again using both bright field and RFP channels using Olympus IX-73 microscope. Cells that migrated outside the yolk sac (injection site) were represented by a notable fluorescent dot and considered a metastatic event; these were counted manually for all embryos in each experimental group.",REF000513,ICD-11: 2C60-2C65,Breast cancer,CELL00112; CELL00111; CELL00156; CELL00005; CELL00003; CELL00135; CELL00002; CELL00019; CELL00141,MDA-MB-468; MDA-MB-453; BT-549; MDAMB-231; SKBR-3; T-47D; MCF-7; ZR-75; MCF-10A,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
951,unique01432,Q9UPY5,Q96FW1,ICD-11: 2C60,.,unique01432,"Knockdown of circ-BGN inhibited breast cancer cell viability and notably restored its sensitivity to trastuzumab. Further, we found that circ-BGN could directly bind to OTUB1 and SLC7A11, enhancing OTUB1-mediated SLC7A11 deubiquitination and thereby inhibiting ferroptosis.",.,.,.,Up regulation,Suppressor,Suppressor,"A total of 24 NOD/SCID mice were purchased from Model Animal Research Center and grown under specific-pathogen-free condition. Mice were randomly divided into three groups (n = 8 per group), BT474-Tr cells were inoculated orthotopically onto the abdominal mammary fat pad. After 1 week, mice were treated with erastin (15 mg/kg intraperitoneal, twice every other day). Erastin was dissolved in 5% DMSO + corn oil (C8267, Sigma). To better dissolve erastin, we warmed the tube at 37 water bath and shook it gently. At the end of the sixth week, all mice were sacrificed, tumor tissues were collected and weighed.",REF000673,ICD-11: 2C60-2C65,Breast cancer,CELL00078; CELL00003,BT474; SKBR3,Fatty acid metabolism (hsa01212); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis
952,unique01438,Q9UPY5,Q96PU5,ICD-11: 2C60,.,unique01438,"SLC7A11 expression was regulated by both ESR1 and NEDD4L, in opposite ways. For the first time, the study elucidated that ESR1 and NEDD4L functioned together after radiation treatment and finally induced ferroptosis in breast cancer cells, which provides novel insight into the guidance of clinical treatment of breast cancer.",.,.,.,Down regulation,Driver,Suppressor,.,REF000679,ICD-11: 2C60-2C65,Breast cancer,CELL00002; CELL00019; CELL00005,MCF-7; ZR-75-1; MDA-MB-231,Fatty acid metabolism (hsa01212); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis
953,unique01439,Q9UPY5,P03372,ICD-11: 2C60,.,unique01439,"SLC7A11 expression was regulated by both ESR1 and NEDD4L, in opposite ways. For the first time, the study elucidated that ESR1 and NEDD4L functioned together after radiation treatment and finally induced ferroptosis in breast cancer cells, which provides novel insight into the guidance of clinical treatment of breast cancer.",.,.,.,Up regulation,Suppressor,Suppressor,.,REF000679,ICD-11: 2C60-2C65,Breast cancer,CELL00002; CELL00019; CELL00005,MCF-7; ZR-75-1; MDA-MB-231,Fatty acid metabolism (hsa01212); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis
954,unique01578,P02786,A5PLL7,ICD-11: 2C60,.,unique01578,"TMEM189 (PEDS1) could inhibit autophagy to mediate ferroptosis in breast cancer cells. Moreover, TMEM189 ablation strongly up-regulated LC3BII and transferrin receptor 1 (TfR1) expression levels in breast cancer cells, whereas down-regulated p62 and GPX4.",.,.,.,Down regulation,Suppressor,Marker/Suppressor/Driver,"Twenty BALB/c nude female mice (4- to 6-week-old) were purchased from Charles River Laboratories (Beijing, China) to establish tumorigenesis (5 mice in each). We injected MCF-7 or MDA-MB-231 cells (4 x 10<sup>6</sup>) transfected with the stable knockdown and over-expressing TMEM189 into the flanks of mice to construct tumorigenesis models, respectively. Meanwhile, the sh-Con and empty vector were served as the control groups for each model.",REF000783,ICD-11: 2C60-2C65,Breast cancer,CELL00002; CELL00005,MCF-7; MDA-MB-231,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Autophagy (hsa04140),Cell ferroptosis; Cell autophagy; Cell proliferation
955,unique00024,P02786,.,ICD-11: 2C60,Sulfasalazine,unique00024,"Sulfasalazine (SAS) upregulated TFRC and DMT1. Knockdown of the ER increased TFRC expression in breast cancer cells. In conclusion SAS could trigger ferroptosis in breast cancer cells, especially in cells with low ER expression.",Inducer,.,Up regulation,.,.,Marker/Suppressor/Driver,.,REF000070,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00135; CELL00156; CELL00002,MDA-MB-231; T47D; BT549; MCF7,Ferroptosis (hsa04216),Cell ferroptosis
956,unique00912,P02786,Q9H869,ICD-11: 2C60,.,unique00912,"In epithelial cells, such interactions mediated by E-cadherin suppress ferroptosis by activating the intracellular NF2 (also known as merlin) and Hippo signalling pathway in Breast adenocarcinoma. Antagonizing this signalling axis allows the proto-oncogenic transcriptional co-activator YAP to promote ferroptosis by upregulating several ferroptosis modulators, including ACSL4 and TFRC.",.,.,.,Up regulation,Driver,Marker/Suppressor/Driver,"Six- to eight-week-old female athymic nu/nu mice were purchased from Envigo (East Millstone, NJ, USA). For s.c. tumour models, mice were injected in the right flank with 1 x 10<sup>7</sup> shNT-GPX4 iKO MSTO-211H cells or shMerlin-GPX4 iKO MSTO-211H cells suspended in 150 uL Matrigel. Tumours were measured with callipers every 3 days. When tumours reached a mean volume of 100 mm<sup>3</sup>, mice with similarly sized tumours were grouped into four treatment groups. For control or knockout cohorts, mice were given intraperitoneal (i.p.) injections of 0.9% sterile saline or Doxycycline (100 mg/kg body weight) for two days. At the same time, mice were provided with either a normal diet or Doxycycline diet for control or knockout cohorts, respectively.",REF000079,ICD-11: 2C60,Breast adenocarcinoma,CELL10119; CELL10113; CELL00005; CELL00078; CELL00287,MEFs; NF639; MDA-MB-231; BT474; H1650,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Hippo signaling pathway (hsa04390),Cell ferroptosis; Cell proliferation
957,unique01302,Q9BRQ8,.,ICD-11: 2C60,.,unique01302,"Knockdown of circGFRA1 could attenuate HER-2-positive HER-2-positive breast cancer progression by inhibiting the proliferation, infiltration and migratory ability of HER-2-positive BC cells. Through ceRNA mechanism, circGFRA1 could bind to miR-1228 and alleviate inhibitory activity of miR-1228 on targeted gene AIFM2.",.,.,.,Up regulation,Suppressor,Suppressor,"Female BALB/c nude mice aged 4 weeks were administered subcutaneously with 2 x 10<sup>6</sup> cells (five mice/group). After that, the mice were given intratumoural inoculation of 40 uL si-circGFRA1 or si-NC every 4 days. To detect lung metastases, we intravenously inoculated 1 x 10<sup>5</sup> cells into the tail veins of mice (six mice/group). After the elapse of 8 weeks, we anaesthetized the mice, harvested their lungs and visually counted the metastatic nodules in the lungs, followed by validation via H&E staining and counting under a microscope.",REF000552,ICD-11: 2C60-2C65,Breast cancer,CELL00003; CELL00078,184A; SKBR3; BT474,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation; Cell infiltration; Cell migration
958,unique01303,Q9BRQ8,MIMAT0005583,ICD-11: 2C60,.,unique01303,"Knockdown of circGFRA1 could attenuate HER-2-positive HER-2-positive breast cancer progression by inhibiting the proliferation, infiltration and migratory ability of HER-2-positive BC cells. Through ceRNA mechanism, circGFRA1 could bind to miR-1228 and alleviate inhibitory activity of miR-1228 on targeted gene AIFM2.",.,.,.,Down regulation,Driver,Suppressor,"Female BALB/c nude mice aged 4 weeks were administered subcutaneously with 2 x 10<sup>6</sup> cells (five mice/group). After that, the mice were given intratumoural inoculation of 40 uL si-circGFRA1 or si-NC every 4 days. To detect lung metastases, we intravenously inoculated 1 x 10<sup>5</sup> cells into the tail veins of mice (six mice/group). After the elapse of 8 weeks, we anaesthetized the mice, harvested their lungs and visually counted the metastatic nodules in the lungs, followed by validation via H&E staining and counting under a microscope.",REF000552,ICD-11: 2C60-2C65,Breast cancer,CELL00003; CELL00078,184A; SKBR3; BT474,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation; Cell infiltration; Cell migration
959,unique01495,Q9BRQ8,P35240,ICD-11: 2C60,.,unique01495,"The NF2-YAP signaling axis modulated the expression of ferroptosis suppressor protein 1 (FSP1) and CD24 in CD24 high cells. This system achieved dual antitumor effects, ultimately promoting cell death and thus inhibiting triple-negative breast cancer (TNBC) tumor growth, with some tumors even disappearing.",.,.,.,Up regulation,Suppressor,Suppressor,"C57BL/6 mice (female, 6-8 weeks old, 20-30 g weight) and SPF-grade SD rats (female, 180-230 g weight) were used to detect the toxicity of nanoparticles. Different cells (5 x 10<sup>6</sup>) cells were grafted in the left flank; 5 days after engraftation, the stimulated TAMs (1 x 10<sup>6</sup>) were injected into NSG mice through the tail vein. Different treatments were given and recorded as day 0.",REF000718,ICD-11: 2C60,Triple-negative breast cancer,CELL10109,Macrophage,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
960,unique01496,Q9BRQ8,P46937,ICD-11: 2C60,.,unique01496,"The NF2- YAP signaling axis modulated the expression of ferroptosis suppressor protein 1 (FSP1) and CD24 in CD24 high cells. This system achieved dual antitumor effects, ultimately promoting cell death and thus inhibiting triple-negative breast cancer (TNBC) tumor growth, with some tumors even disappearing.",.,.,.,Down regulation,Driver,Suppressor,"C57BL/6 mice (female, 6-8 weeks old, 20-30 g weight) and SPF-grade SD rats (female, 180-230 g weight) were used to detect the toxicity of nanoparticles. Different cells (5 x 10<sup>6</sup>) cells were grafted in the left flank; 5 days after engraftation, the stimulated TAMs (1 x 10<sup>6</sup>) were injected into NSG mice through the tail vein. Different treatments were given and recorded as day 0.",REF000718,ICD-11: 2C60,Triple-negative breast cancer,CELL10109,Macrophage,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
961,unique00133,Unspecific Target,O60885,ICD-11: 2C60,I-BET151,unique00133,"BET (BRD2, BRD3, BRD4, BRDT) inhibitors (BETi) exert an excellent anti-cancer activity in breast cancer. BETi JQ1 and I-BET151 exhibited anti-cancer effects in breast cancer by inducing ferroptosis. NCOA3 as a coactivator synergized with NR5A2 to prevent BETi-induced ferroptosis. Mechanistically, NR5A2 synergized with NCOA3 to increase expression of NRF2, a transcription factor that controls the expression of many antioxidant genes.",Inducer,Down regulation,.,.,Suppressor,.,"Athymic nu/nu mice (5 to 6-week-old female) were acquired from the Silaike Experimental Animal Co. Ltd (Shanghai, China). All mice were randomly allocated to different groups, 1 x 10<sup>6</sup> MDA-MB-231 cells were subcutaneously inoculated into the right flanks. Ten days later, mice were intraperitoneally injected with PBS including DMSO, JQ1 (50 mg/kg), Bufalin (1 mg/kg) and SR1848 (50 mg/kg), every 2-4 days for 8 times, and the tumor volumes and mice weigh were monitored and recorded every 2-3 days.",REF000190,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00112; CELL00003,MDA-MB-231; MDA-MB-468; SK-BR-3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
962,unique00131,Unspecific Target,P25440,ICD-11: 2C60,I-BET151,unique00131,"BET (BRD2, BRD3, BRD4, BRDT) inhibitors (BETi) exert an excellent anti-cancer activity in breast cancer. BETi JQ1 and I-BET151 exhibited anti-cancer effects in breast cancer by inducing ferroptosis. NCOA3 as a coactivator synergized with NR5A2 to prevent BETi-induced ferroptosis. Mechanistically, NR5A2 synergized with NCOA3 to increase expression of NRF2, a transcription factor that controls the expression of many antioxidant genes.",Inducer,Down regulation,.,.,Suppressor,.,"Athymic nu/nu mice (5 to 6-week-old female) were acquired from the Silaike Experimental Animal Co. Ltd (Shanghai, China). All mice were randomly allocated to different groups, 1 x 10<sup>6</sup> MDA-MB-231 cells were subcutaneously inoculated into the right flanks. Ten days later, mice were intraperitoneally injected with PBS including DMSO, JQ1 (50 mg/kg), Bufalin (1 mg/kg) and SR1848 (50 mg/kg), every 2-4 days for 8 times, and the tumor volumes and mice weigh were monitored and recorded every 2-3 days.",REF000190,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00112; CELL00003,MDA-MB-231; MDA-MB-468; SK-BR-3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
963,unique01835,Unspecific Target,Q04206,ICD-11: 2C60,Isoliquiritin,unique01835,"Isoliquiritin notably counteracted the LPS-induced relative protein levels of p-p50/p50, p-p65/p65 (RELA), and IB, and the levels of ferroptosis, oxidative stress, glycolysis, and inflammation. Iso inhibited the NF-kB signaling to regulate ferroptosis and improved Dox-resistance in breast cancer.",Inducer,Down regulation,.,.,Suppressor,.,"BALB/c nude mice (4 weeks old) were obtained from Charles river (Beijing, China). Mice were fed in a temperature-controlled SPF animal room with a 12-h cycle of light-dark. All animal experiments were ratified by the Animal Research Ethics Committee of Shenzhen Bao'an Traditional Chinese Medicine Hospital Group. 10 mice were subcutaneously inoculated with a total of 210<sup>6</sup> of MDA-MB-231 cells and then divided into two groups at random, including the Model group and Iso group. Mice in the Iso group were intraperitoneally injected with 25?mg/kg/d Iso, while mice in the Model group were supplied with the same amount of phosphate buffer saline (PBS, Beyotime). Tumor volume was monitored every 4 d. Mice were sacrificed with the intraperitoneal introduction of sodium pentobarbital (100 mg/kg) after tumor cells treatment for 31 d, and the tumor samples were removed and weighed. Tumor volume was determined according to the formula: volume = 1/2 x length x width<sup>2</sup>.",REF000934,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00002,MDA-MB-231; MCF-7,Ferroptosis (hsa04216); Apoptosis (hsa04210); Gluconeogenesis (hsa00010); NF-kappa B signaling pathway (hsa04064),Cell ferroptosis; Cell apoptosis; Cell proliferation
964,unique00132,Unspecific Target,Q15059,ICD-11: 2C60,I-BET151,unique00132,"BET (BRD2, BRD3, BRD4, BRDT) inhibitors (BETi) exert an excellent anti-cancer activity in breast cancer. BETi JQ1 and I-BET151 exhibited anti-cancer effects in breast cancer by inducing ferroptosis. NCOA3 as a coactivator synergized with NR5A2 to prevent BETi-induced ferroptosis. Mechanistically, NR5A2 synergized with NCOA3 to increase expression of NRF2, a transcription factor that controls the expression of many antioxidant genes.",Inducer,Down regulation,.,.,Suppressor,.,"Athymic nu/nu mice (5 to 6-week-old female) were acquired from the Silaike Experimental Animal Co. Ltd (Shanghai, China). All mice were randomly allocated to different groups, 1 x 10<sup>6</sup> MDA-MB-231 cells were subcutaneously inoculated into the right flanks. Ten days later, mice were intraperitoneally injected with PBS including DMSO, JQ1 (50 mg/kg), Bufalin (1 mg/kg) and SR1848 (50 mg/kg), every 2-4 days for 8 times, and the tumor volumes and mice weigh were monitored and recorded every 2-3 days.",REF000190,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00112; CELL00003,MDA-MB-231; MDA-MB-468; SK-BR-3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
965,unique01088,Unspecific Target,Q16832,ICD-11: 2C60,Erastin,unique01088,"Discoidin Domain Receptor Tyrosine Kinase 2 (DDR2), the receptor for collagen I, is highly expressed in ferroptosis-sensitive recurrent tumor cells and human mesenchymal breast cancer cells. Erastin treatment induces DDR2 upregulation and phosphorylation, independent of collagen I. Furthermore, DDR2 knockdown in recurrent tumor cells reduces clonogenic proliferation.",Inducer,Up regulation,.,.,Driver,.,.,REF000327,ICD-11: 2C60-2C65,Breast cancer,CELL00434; CELL00019; CELL00078; CELL00002; CELL00077; CELL00005; CELL00010; CELL00145; CELL00156,"SUM52; ZR751; BT474; MCF7 T47D; BT20; MDA-MB-231; Hs 578T, BT549; MDA-MB-157",Ferroptosis (hsa04216); Hippo signaling pathway (hsa04390); Cell adhesion molecules (hsa04514),Cell ferroptosis; Cell proliferation
966,unique00130,Unspecific Target,Q58F21,ICD-11: 2C60,I-BET151,unique00130,"BET (BRD2, BRD3, BRD4, BRDT) inhibitors (BETi) exert an excellent anti-cancer activity in breast cancer. BETi JQ1 and I-BET151 exhibited anti-cancer effects in breast cancer by inducing ferroptosis. NCOA3 as a coactivator synergized with NR5A2 to prevent BETi-induced ferroptosis. Mechanistically, NR5A2 synergized with NCOA3 to increase expression of NRF2, a transcription factor that controls the expression of many antioxidant genes.",Inducer,Down regulation,.,.,Suppressor,.,"Athymic nu/nu mice (5 to 6-week-old female) were acquired from the Silaike Experimental Animal Co. Ltd (Shanghai, China). All mice were randomly allocated to different groups, 1 x 10<sup>6</sup> MDA-MB-231 cells were subcutaneously inoculated into the right flanks. Ten days later, mice were intraperitoneally injected with PBS including DMSO, JQ1 (50 mg/kg), Bufalin (1 mg/kg) and SR1848 (50 mg/kg), every 2-4 days for 8 times, and the tumor volumes and mice weigh were monitored and recorded every 2-3 days.",REF000190,ICD-11: 2C60-2C65,Breast cancer,CELL00005; CELL00112; CELL00003,MDA-MB-231; MDA-MB-468; SK-BR-3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
967,unique00678,Unspecific Target,Q96CM8,ICD-11: 2C60,Etoposide,unique00678,"The combined treatment of etoposide and erastin synergistically induced oxidative stress and lipid peroxidation, while suppressing glutathione peroxidase activity in breast cancer cells. More importantly, the combination treatment synergistically increased iron accumulation, which was associated with altered expression of IREB2/FPN1. Additionally, ferroptosis-regulating proteins ACSF2 and GPX4 were altered more potently by the combination treatment, compared to untreated cells and erastin treatment alone (p<0.05).",Inducer,Up regulation,.,.,Driver,.,.,REF000902,ICD-11: 2C60-2C65,Breast cancer,CELL00002; CELL00141; CELL00005,MCF-7; MCF-10A; MDA-MB-231,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
968,unique01285,Unspecific Target,ENSG00000130600,ICD-11: 2C60,Metformin,unique01285,"Metformin and lncRNA-H19 can regulate both autophagy and ferroptosis. Autophagy inducers and H19 can reverse the production of lipid reactive oxygen species and the inhibition of autophagy induced by metformin. Metformin may induce ferroptosis by inhibiting autophagy via H19, and this discovery may facilitate the development of novel therapies for the treatment of breast cancer.",Inducer,Down regulation,.,.,Suppressor,.,.,REF000538,ICD-11: 2C60-2C65,Breast cancer,CELL00002,MCF7,Glutamate metabolism (hsa00250); Autophagy (hsa04140); Fatty acid metabolism (hsa01212),Cell ferroptosis; Cell autophagy
969,unique00156,Q9UPY5,.,ICD-11: 2C72,Sulfasalazine,unique00156,"The effect of the xCT (SLC7A11) inhibitor, sulfasalazine on cytotoxicity was stronger in paclitaxel-resistant uterine serous carcinoma (USC) cells compared with that in paclitaxel-sensitive USC cells. Furthermore, the synthetic lethal interaction between the accumulation of ROS and the activation of the Ras effector, JNK, induced cell-proliferation inhibition and ferroptotic cell death in paclitaxel-resistant USC cells.",Inducer,.,Down regulation,.,.,Suppressor,"The mean weight of the mice at the start was 19.4 &plusmn; 0.87 g. To generate the subcutaneous xenograft model, USPC1 (5 x 10<sup>6</sup> cells) or PTX1 (5 x 10<sup>6</sup> cells) were suspended in 200 ul of PBS following determination of cellular viability and injected into the subcutaneous tissue of 6-week-old female Crj:SHO-PrkdcscidHrhr hairless SCID mice (n = 2) (Charles River Laboratories Inc.). Tumor formation was visually confirmed in mice inoculated with USPC1 cells, but not in those inoculated with PTX1 cells, thus the animal study was performed using USPC1 cells. The recipient mice were monitored for general health status and presence of subcutaneous tumors once a week.",REF000209,ICD-11: 2C72,Uterine serous carcinoma,CELL10038; CELL00316; CELL00128,UCPC1; PTX1; SKOV3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
970,unique01030,O60488,MIMAT0001341,ICD-11: 2C73,.,unique01030,"MiR-424-5p negatively regulates ferroptosis by directly targeting ACSL4 in ovarian cancer cells. Upregulation of miR-424-5p suppressed ACSL4 by directly binding to its 3'-UTR, which subsequently reduced erastin- and RSL3-induced ferroptosis.",.,.,.,Down regulation,Suppressor,Driver,.,REF000247,ICD-11: 2C73,Ovarian cancer,CELL00479; CELL00128,HO8910; SKOV3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
971,unique01696,P36969,O75084,ICD-11: 2C73,.,unique01696,"FZD7 was a direct target of miR-1-3p, which inhibited the expression of FZD7 by binding to the 3'-untranslated region (3'UTR) site of FZD7. In ovarian cancer tissues, overexpression of FZD7 reduced the sensitivity of platinum-resistant ovarian cancer cells to ferroptosis by up-regulating GPX4 expression.",.,.,.,Up regulation,Suppressor,Suppressor,.,REF000913,ICD-11: 2C73,Ovarian cancer,CELL00329; CELL00479; CELL00128; CELL00057,HOSE; HO8910; SKOV3; 293T,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
